ID|DateObs|Filename|Object|RA_hhmmss|DEC_ddmmss|RA_deg|DEC_deg|FilterName|JD|ExpTime_sec|Zmag|FWHM|Altitude|Airmass
28|2019-10-05|CTA102-20191005@172408-R_Astrodon_2018.fts|CTA102|22 32 36.40|+11 43 51.0|338.15166666666664|11.730833333333333|R_Astrodon_2018|2458762.2251041667|180.0|21.1122366167|3.25353457928|33.971|1.80643149554
29|2019-10-05|ES2344+514-20191005@175251-R_Astrodon_2018.fts|ES2344+514|23 47 04.00|+51 42 18.0|356.76666666666665|51.705000000000005|R_Astrodon_2018|2458762.2451041667|180.0|21.6785681846|3.41555745602|44.7577|1.42740741939
30|2019-10-05|ES2344+514-20191005@175613-R_Astrodon_2018.fts|ES2344+514|23 47 04.00|+51 42 18.0|356.76666666666665|51.705000000000005|R_Astrodon_2018|2458762.2473842595|180.0|21.712854716|2.98899735212|44.2788|1.43978606361
31|2019-10-05|L-Lacertae-20191005@171308-R_Astrodon_2018.fts|L-Lacertae|22 02 43.30|+42 16 40.0|330.68041666666664|42.27777777777778|R_Astrodon_2018|2458762.2175231483|180.0|21.501987367|3.18438229561|35.4723|1.73731771305
32|2019-10-05|L-Lacertae-20191005@171629-R_Astrodon_2018.fts|L-Lacertae|22 02 43.30|+42 16 40.0|330.68041666666664|42.27777777777778|R_Astrodon_2018|2458762.2197916666|180.0|21.5064342153|3.36628216505|34.8665|1.76394894594
33|2019-10-06|3C454-3-20191006@184333-R_Astrodon_2018.fts|3C454-3|22 53 57.70|+16 08 54.0|343.49041666666665|16.148333333333333|R_Astrodon_2018|2458763.2803125|180.0|20.6918767922|2.59234912395|21.2205|2.79811714254
34|2019-10-06|3C66A-20191006@185859-R_Astrodon_2018.fts|3C66A|02 22 39.60|+43 02 08.0|35.665|43.035555555555554|R_Astrodon_2018|2458763.2910300926|180.0|21.7361205524|3.13212594986|61.4968|1.1413893194
35|2019-10-06|3C66A-20191006@190220-R_Astrodon_2018.fts|3C66A|02 22 39.60|+43 02 08.0|35.665|43.035555555555554|R_Astrodon_2018|2458763.293298611|180.0|21.7433781621|3.0082845211|61.0047|1.14690655548
36|2019-10-06|4C71-07-20191006@195300-R_Astrodon_2018.fts|4C71-07|08 41 24.30|+70 53 42.0|130.35125|70.89500000000001|R_Astrodon_2018|2458763.3285300927|180.0|21.6855766409|2.27517329454|32.9639|1.82697905924
37|2019-10-06|4C71-07-20191006@195621-R_Astrodon_2018.fts|4C71-07|08 41 24.30|+70 53 42.0|130.35125|70.89500000000001|R_Astrodon_2018|2458763.330810185|180.0|21.6820174386|2.3819776535|33.2072|1.81522714544
38|2019-10-06|AO0235+16-20191006@190648-R_Astrodon_2018.fts|AO0235+16|02 38 38.90|+16 36 59.0|39.66208333333333|16.616388888888892|R_Astrodon_2018|2458763.2964583333|180.0|21.8265052322|2.9963216424|67.284|1.08715101539
39|2019-10-06|AO0235+16-20191006@191008-R_Astrodon_2018.fts|AO0235+16|02 38 38.90|+16 36 59.0|39.66208333333333|16.616388888888892|R_Astrodon_2018|2458763.2987037036|180.0|21.7966608778|2.95549196005|66.5593|1.09320689902
40|2019-10-06|ES2344+514-20191006@185115-R_Astrodon_2018.fts|ES2344+514|23 47 04.00|+51 42 18.0|356.76666666666665|51.705000000000005|R_Astrodon_2018|2458763.285659722|180.0|21.7053669736|2.59062188864|35.3552|1.739110358
41|2019-10-06|ES2344+514-20191006@185436-R_Astrodon_2018.fts|ES2344+514|23 47 04.00|+51 42 18.0|356.76666666666665|51.705000000000005|R_Astrodon_2018|2458763.287928241|180.0|21.7177666311|2.70406169891|34.8505|1.76126490511
42|2019-10-06|A95-20191006@202059-B_Astrodon_2018.fts|A95|03 54 38.50|+00 27 40.0|58.660416666666656|0.46111111111111114|B_Astrodon_2018|2458763.3479050924|40.0|18.9467089338|2.50349544287|58.17|1.17553580377
43|2019-10-06|A95-20191006@202155-V_Astrodon_2018.fts|A95|03 54 38.50|+00 27 40.0|58.660416666666656|0.46111111111111114|V_Astrodon_2018|2458763.348599537|20.0|20.4206064281|2.69653996229|58.0015|1.17691093791
44|2019-10-06|A95-20191006@202234-R_Astrodon_2018.fts|A95|03 54 38.50|+00 27 40.0|58.660416666666656|0.46111111111111114|R_Astrodon_2018|2458763.349050926|20.0|21.3630278526|2.57477146387|57.8914|1.178319563
45|2019-10-06|A95-20191006@202313-I_Astrodon_2018.fts|A95|03 54 38.50|+00 27 40.0|58.660416666666656|0.46111111111111114|I_Astrodon_2018|2458763.349479167|20.0|21.1926681161|2.36945838332|57.7867|1.17971314265
46|2019-10-06|A98-20191006@203640-B_Astrodon_2018.fts|A98|06 52 00.00|-00 19 27.0|103.0|-0.32416666666666666|B_Astrodon_2018|2458763.35880787|60.0|20.4506336859|2.80272191763|60.6218|1.14719091864
47|2019-10-06|A98-20191006@203756-V_Astrodon_2018.fts|A98|06 52 00.00|-00 19 27.0|103.0|-0.32416666666666666|V_Astrodon_2018|2458763.359722222|30.0|21.3881685837|2.80372102261|60.8087|1.14588425285
48|2019-10-06|A98-20191006@203845-R_Astrodon_2018.fts|A98|06 52 00.00|-00 19 27.0|103.0|-0.32416666666666666|R_Astrodon_2018|2458763.360300926|30.0|22.0255677747|2.93852455616|60.9258|1.14460769843
49|2019-10-06|A98-20191006@203934-I_Astrodon_2018.fts|A98|06 52 00.00|-00 19 27.0|103.0|-0.32416666666666666|I_Astrodon_2018|2458763.3608333333|30.0|21.4837826888|2.61653709412|61.0326|1.14336045334
50|2019-10-06|F16-20191006@201307-B_Astrodon_2018.fts|F16|01 54 08.00|-06 42 54.0|28.533333333333328|-6.715|B_Astrodon_2018|2458763.3424537037|30.0|19.5451837409|2.33652863503|31.9312|1.87881220632
51|2019-10-06|F16-20191006@201353-V_Astrodon_2018.fts|F16|01 54 08.00|-06 42 54.0|28.533333333333328|-6.715|V_Astrodon_2018|2458763.343020833|15.0|20.6889412877|2.14105038643|31.7608|1.88488436374
52|2019-10-06|F16-20191006@201426-R_Astrodon_2018.fts|F16|01 54 08.00|-06 42 54.0|28.533333333333328|-6.715|R_Astrodon_2018|2458763.343402778|15.0|21.422012288|2.12388967276|31.6459|1.89102083072
53|2019-10-06|F16-20191006@201459-I_Astrodon_2018.fts|F16|01 54 08.00|-06 42 54.0|28.533333333333328|-6.715|I_Astrodon_2018|2458763.343761574|15.0|21.0301351394|1.84596775174|31.5379|1.89704274637
54|2019-10-06|G97_42-20191006@202749-B_Astrodon_2018.fts|G97_42|05 28 01.00|+09 39 07.0|82.00416666666666|9.651944444444444|B_Astrodon_2018|2458763.352650463|30.0|19.2857785057|2.67137333155|76.148|1.02978125206
55|2019-10-06|G97_42-20191006@202835-V_Astrodon_2018.fts|G97_42|05 28 01.00|+09 39 07.0|82.00416666666666|9.651944444444444|V_Astrodon_2018|2458763.3532291665|15.0|20.5394846436|2.65720479488|76.1323|1.02982248805
56|2019-10-06|G97_42-20191006@202909-R_Astrodon_2018.fts|G97_42|05 28 01.00|+09 39 07.0|82.00416666666666|9.651944444444444|R_Astrodon_2018|2458763.353622685|15.0|21.3282257424|2.72423089743|76.12|1.02986968809
57|2019-10-06|G97_42-20191006@202944-I_Astrodon_2018.fts|G97_42|05 28 01.00|+09 39 07.0|82.00416666666666|9.651944444444444|I_Astrodon_2018|2458763.3539930554|15.0|20.8424479927|2.50257159472|76.1073|1.02992232225
58|2019-10-06|GD71-20191006@203209-B_Astrodon_2018.fts|GD71|05 52 28.00|+15 53 15.0|88.11666666666667|15.8875|B_Astrodon_2018|2458763.355787037|40.0|19.9504560227|2.83192316294|81.5591|1.01101670859
59|2019-10-06|GD71-20191006@203334-V_Astrodon_2018.fts|GD71|05 52 28.00|+15 53 15.0|88.11666666666667|15.8875|V_Astrodon_2018|2458763.356689815|20.0|20.7838428611|3.0772757411|81.6894|1.01017897588
60|2019-10-06|GD71-20191006@203413-R_Astrodon_2018.fts|GD71|05 52 28.00|+15 53 15.0|88.11666666666667|15.8875|R_Astrodon_2018|2458763.3571412037|20.0|21.4126432443|3.01598131657|81.751|1.01001671556
61|2019-10-06|GD71-20191006@203452-I_Astrodon_2018.fts|GD71|05 52 28.00|+15 53 15.0|88.11666666666667|15.8875|I_Astrodon_2018|2458763.3575694445|20.0|20.8453292098|2.53160531521|81.8072|1.00986216684
62|2019-10-06|PG0231-20191006@201622-B_Astrodon_2018.fts|PG0231|02 33 37.30|+05 16 00.0|38.40541666666666|5.266666666666667|B_Astrodon_2018|2458763.344710648|60.0|19.6417549486|2.3083237648|45.8754|1.39139479709
63|2019-10-06|PG0231-20191006@201737-V_Astrodon_2018.fts|PG0231|02 33 37.30|+05 16 00.0|38.40541666666666|5.266666666666667|V_Astrodon_2018|2458763.345636574|30.0|20.6784289526|2.29229314327|45.5831|1.39566470115
64|2019-10-06|PG0231-20191006@201827-R_Astrodon_2018.fts|PG0231|02 33 37.30|+05 16 00.0|38.40541666666666|5.266666666666667|R_Astrodon_2018|2458763.346203704|30.0|21.4851031942|2.03484551907|45.4039|1.39991437035
65|2019-10-06|PG0231-20191006@201916-I_Astrodon_2018.fts|PG0231|02 33 37.30|+05 16 00.0|38.40541666666666|5.266666666666667|I_Astrodon_2018|2458763.346736111|30.0|21.0918976962|2.0271741569|45.2355|1.40416386925
66|2019-10-06|PG0918-20191006@204444-B_Astrodon_2018.fts|PG0918|09 21 31.50|+02 47 02.0|140.38124999999997|2.783888888888889|B_Astrodon_2018|2458763.3644097224|40.0|19.0884868871|2.65442597866|34.7136|1.75491174317
67|2019-10-06|PG0918-20191006@204540-V_Astrodon_2018.fts|PG0918|09 21 31.50|+02 47 02.0|140.38124999999997|2.783888888888889|V_Astrodon_2018|2458763.365104167|20.0|20.1631634402|2.49312832355|34.937|1.74841834231
68|2019-10-06|PG0918-20191006@204619-R_Astrodon_2018.fts|PG0918|09 21 31.50|+02 47 02.0|140.38124999999997|2.783888888888889|R_Astrodon_2018|2458763.3655555556|20.0|20.8537506263|2.62384433746|35.0821|1.74220448563
69|2019-10-06|PG0918-20191006@204658-I_Astrodon_2018.fts|PG0918|09 21 31.50|+02 47 02.0|140.38124999999997|2.783888888888889|I_Astrodon_2018|2458763.3659722223|20.0|20.4749073586|2.2266083777|35.216|1.73601740554
70|2019-10-06|SA101-20191006@204755-B_Astrodon_2018.fts|SA101|09 57 26.00|-00 20 42.0|149.3583333333333|-0.345|B_Astrodon_2018|2458763.366724537|60.0|19.3018359663|2.60754951835|26.0367|2.26846116401
71|2019-10-06|SA101-20191006@204920-V_Astrodon_2018.fts|SA101|09 57 26.00|-00 20 42.0|149.3583333333333|-0.345|V_Astrodon_2018|2458763.367638889|30.0|20.4733520622|2.54807796478|26.332|2.2538459703
72|2019-10-06|SA101-20191006@205009-R_Astrodon_2018.fts|SA101|09 57 26.00|-00 20 42.0|149.3583333333333|-0.345|R_Astrodon_2018|2458763.3682060186|30.0|21.1965634618|2.44986555576|26.5151|2.23955195184
73|2019-10-06|SA92-20191006@200953-B_Astrodon_2018.fts|SA92|00 55 24.30|+00 39 59.0|13.851249999999999|0.6663888888888889|B_Astrodon_2018|2458763.3401967594|30.0|19.0679862409|2.5522981286|23.3739|2.49214988338
74|2019-10-06|SA92-20191006@201038-V_Astrodon_2018.fts|SA92|00 55 24.30|+00 39 59.0|13.851249999999999|0.6663888888888889|V_Astrodon_2018|2458763.340775463|15.0|20.366126407|2.21244548559|23.1852|2.5046525159
75|2019-10-06|SA92-20191006@201112-R_Astrodon_2018.fts|SA92|00 55 24.30|+00 39 59.0|13.851249999999999|0.6663888888888889|R_Astrodon_2018|2458763.3411574075|15.0|21.2141083249|2.1063754797|23.0606|2.51722942744
76|2019-10-06|SA92-20191006@201145-I_Astrodon_2018.fts|SA92|00 55 24.30|+00 39 59.0|13.851249999999999|0.6663888888888889|I_Astrodon_2018|2458763.3415162037|15.0|20.8091538743|1.90958817005|22.9435|2.52979453605
77|2019-10-06|U152-20191006@204043-B_Astrodon_2018.fts|U152|07 29 59.90|-02 05 33.0|112.49958333333332|-2.0925000000000002|B_Astrodon_2018|2458763.3617361113|40.0|20.4592247097|2.89066590071|53.9087|1.23777560095
78|2019-10-06|U152-20191006@204149-V_Astrodon_2018.fts|U152|07 29 59.90|-02 05 33.0|112.49958333333332|-2.0925000000000002|V_Astrodon_2018|2458763.3624189813|20.0|21.4429552168|2.89380605221|54.0775|1.23599201037
79|2019-10-06|U152-20191006@204228-R_Astrodon_2018.fts|U152|07 29 59.90|-02 05 33.0|112.49958333333332|-2.0925000000000002|R_Astrodon_2018|2458763.3628703705|20.0|22.0287706732|2.6799898982|54.1887|1.23425827916
80|2019-10-06|U152-20191006@204307-I_Astrodon_2018.fts|U152|07 29 59.90|-02 05 33.0|112.49958333333332|-2.0925000000000002|I_Astrodon_2018|2458763.3632986112|20.0|21.392238818|2.84324778318|54.2938|1.23255114672
81|2019-10-06|OJ248-20191006@192320-R_Astrodon_2018.fts|OJ248|08 30 52.10|+24 11 00.0|127.71708333333332|24.183333333333334|R_Astrodon_2018|2458763.307928241|180.0|21.1722276292|3.38885735273|34.8261|1.7281931097
82|2019-10-06|OJ248-20191006@192639-R_Astrodon_2018.fts|OJ248|08 30 52.10|+24 11 00.0|127.71708333333332|24.183333333333334|R_Astrodon_2018|2458763.310185185|180.0|21.1662891641|3.08676595688|35.5516|1.69792839165
83|2019-10-06|OJ287-20191006@193014-R_Astrodon_2018.fts|OJ287|08 54 48.90|+20 06 31.0|133.70374999999999|20.108611111111113|R_Astrodon_2018|2458763.312662037|180.0|21.6815096599|2.6399585247|29.9721|1.96928196938
84|2019-10-06|OJ287-20191006@193328-R_Astrodon_2018.fts|OJ287|08 54 48.90|+20 06 31.0|133.70374999999999|20.108611111111113|R_Astrodon_2018|2458763.3149189814|180.0|21.6763265108|2.67134754658|30.7072|1.92724482701
85|2019-10-06|OJ49-20191006@193739-R_Astrodon_2018.fts|OJ49|08 31 48.90|+04 29 39.0|127.95375|4.494166666666667|R_Astrodon_2018|2458763.3178819446|180.0|21.1676566691|2.65885719061|31.5338|1.88254324538
86|2019-10-06|OJ49-20191006@194059-R_Astrodon_2018.fts|OJ49|08 31 48.90|+04 29 39.0|127.95375|4.494166666666667|R_Astrodon_2018|2458763.320138889|180.0|21.1548729672|2.72087590694|32.2703|1.84481688872
87|2019-10-06|PKS0735+17-20191006@191552-R_Astrodon_2018.fts|PKS0735+17|07 38 07.40|+17 42 19.0|114.53083333333332|17.705277777777777|R_Astrodon_2018|2458763.3027430554|180.0|21.6299616674|2.8485149622|43.5138|1.43885141602
88|2019-10-06|PKS0735+17-20191006@191912-R_Astrodon_2018.fts|PKS0735+17|07 38 07.40|+17 42 19.0|114.53083333333332|17.705277777777777|R_Astrodon_2018|2458763.305|180.0|21.6318480572|3.01903272867|44.2605|1.41967161444
89|2019-10-06|S4_0954+65-20191006@200004-R_Astrodon_2018.fts|S4_0954+65|09 58 47.20|+65 33 55.0|149.69666666666666|65.56527777777778|R_Astrodon_2018|2458763.3333912035|180.0|21.0974661733|2.5101739049|28.0111|2.10845477914
90|2019-10-06|S5_0716+71-20191006@194533-R_Astrodon_2018.fts|S5_0716+71|07 21 53.40|+71 20 36.0|110.47249999999998|71.34333333333333|R_Astrodon_2018|2458763.3233680557|180.0|21.6567116097|2.41946855783|37.4837|1.63700890639
91|2019-10-06|S5_0716+71-20191006@194854-R_Astrodon_2018.fts|S5_0716+71|07 21 53.40|+71 20 36.0|110.47249999999998|71.34333333333333|R_Astrodon_2018|2458763.325636574|180.0|21.6534228631|2.32725665569|37.6686|1.63022264242
92|2019-10-07|3C66A-20191007@203233-R_Astrodon_2018.fts|3C66A|02 22 39.60|+43 02 08.0|35.665|43.035555555555554|R_Astrodon_2018|2458764.3560069446|180.0|21.702823805|2.50132632256|44.9578|1.42308047986
93|2019-10-07|3C66A-20191007@203553-R_Astrodon_2018.fts|3C66A|02 22 39.60|+43 02 08.0|35.665|43.035555555555554|R_Astrodon_2018|2458764.358263889|180.0|21.7012615865|2.47552988529|44.3696|1.43811477032
94|2019-10-07|AO0235+16-20191007@204006-R_Astrodon_2018.fts|AO0235+16|02 38 38.90|+16 36 59.0|39.66208333333333|16.616388888888892|R_Astrodon_2018|2458764.36125|180.0|21.8472020785|2.59969266653|45.0795|1.42140782577
95|2019-10-07|AO0235+16-20191007@204326-R_Astrodon_2018.fts|AO0235+16|02 38 38.90|+16 36 59.0|39.66208333333333|16.616388888888892|R_Astrodon_2018|2458764.3634953704|180.0|21.8186609307|2.51496713161|44.3361|1.440482749
96|2019-10-07|ES2344+514-20191007@202453-R_Astrodon_2018.fts|ES2344+514|23 47 04.00|+51 42 18.0|356.76666666666665|51.705000000000005|R_Astrodon_2018|2458764.3506828705|180.0|17.2878603581|3.20527312756|20.2911|2.9000878637
97|2019-10-07|ES2344+514-20191007@202813-R_Astrodon_2018.fts|ES2344+514|23 47 04.00|+51 42 18.0|356.76666666666665|51.705000000000005|R_Astrodon_2018|2458764.352939815|180.0|16.777653132|3.35676028728|19.7988|2.96923005227
98|2019-10-07|OJ248-20191007@205635-R_Astrodon_2018.fts|OJ248|08 30 52.10|+24 11 00.0|127.71708333333332|24.183333333333334|R_Astrodon_2018|2458764.372685185|180.0|21.1636794788|2.78949192762|56.7344|1.1893371004
99|2019-10-07|OJ248-20191007@205955-R_Astrodon_2018.fts|OJ248|08 30 52.10|+24 11 00.0|127.71708333333332|24.183333333333334|R_Astrodon_2018|2458764.3749421295|180.0|21.1069598653|3.39851056337|57.4732|1.1796175247
100|2019-10-07|OJ287-20191007@210329-R_Astrodon_2018.fts|OJ287|08 54 48.90|+20 06 31.0|133.70374999999999|20.108611111111113|R_Astrodon_2018|2458764.3774305554|180.0|21.6381636159|2.47897526026|52.1492|1.25806265967
101|2019-10-07|OJ287-20191007@210644-R_Astrodon_2018.fts|OJ287|08 54 48.90|+20 06 31.0|133.70374999999999|20.108611111111113|R_Astrodon_2018|2458764.3796875|180.0|21.6035662581|2.65003353357|52.8957|1.24568487469
102|2019-10-07|PKS0735+17-20191007@204909-R_Astrodon_2018.fts|PKS0735+17|07 38 07.40|+17 42 19.0|114.53083333333332|17.705277777777777|R_Astrodon_2018|2458764.367534722|180.0|21.6569439162|2.63636711836|65.8128|1.09228310485
103|2019-10-07|PKS0735+17-20191007@205229-R_Astrodon_2018.fts|PKS0735+17|07 38 07.40|+17 42 19.0|114.53083333333332|17.705277777777777|R_Astrodon_2018|2458764.3697916665|180.0|21.6572470041|2.65561823845|66.5502|1.08622045713
104|2019-10-08|3C454-3-20191008@172458-R_Astrodon_2018.fts|3C454-3|22 53 57.70|+16 08 54.0|343.49041666666665|16.148333333333333|R_Astrodon_2018|2458765.2256712965|180.0|20.8445925918|2.28008391857|37.4095|1.66017601452
105|2019-10-08|3C454-3-20191008@172812-R_Astrodon_2018.fts|3C454-3|22 53 57.70|+16 08 54.0|343.49041666666665|16.148333333333333|R_Astrodon_2018|2458765.227916667|180.0|20.8490726382|2.32323799133|36.667|1.68949339608
106|2019-10-08|3C66A-20191008@174749-R_Astrodon_2018.fts|3C66A|02 22 39.60|+43 02 08.0|35.665|43.035555555555554|R_Astrodon_2018|2458765.2416435187|180.0|21.7251035119|2.09575532079|68.9854|1.07275099438
107|2019-10-08|3C66A-20191008@175124-R_Astrodon_2018.fts|3C66A|02 22 39.60|+43 02 08.0|35.665|43.035555555555554|R_Astrodon_2018|2458765.2440277776|180.0|21.7244897377|2.09117405415|68.7158|1.07481773592
108|2019-10-08|4C71-07-20191008@182740-R_Astrodon_2018.fts|4C71-07|08 41 24.30|+70 53 42.0|130.35125|70.89500000000001|R_Astrodon_2018|2458765.269270833|180.0|21.6447399655|2.31382120848|26.8583|2.19582311794
109|2019-10-08|AO0235+16-20191008@175619-R_Astrodon_2018.fts|AO0235+16|02 38 38.90|+16 36 59.0|39.66208333333333|16.616388888888892|R_Astrodon_2018|2458765.247534722|180.0|21.8770514247|2.04247162938|80.2416|1.01546778972
110|2019-10-08|AO0235+16-20191008@175954-R_Astrodon_2018.fts|AO0235+16|02 38 38.90|+16 36 59.0|39.66208333333333|16.616388888888892|R_Astrodon_2018|2458765.2499305555|180.0|21.8662684876|1.95589579344|79.648|1.017470064
111|2019-10-08|CTA102-20191008@171801-R_Astrodon_2018.fts|CTA102|22 32 36.40|+11 43 51.0|338.15166666666664|11.730833333333333|R_Astrodon_2018|2458765.2209143518|180.0|21.1596656443|2.23818311691|32.6463|1.87160283626
112|2019-10-08|CTA102-20191008@172122-R_Astrodon_2018.fts|CTA102|22 32 36.40|+11 43 51.0|338.15166666666664|11.730833333333333|R_Astrodon_2018|2458765.2231828705|180.0|21.1451532901|2.34202716351|31.8952|1.91153832182
113|2019-10-08|ES2344+514-20191008@174003-R_Astrodon_2018.fts|ES2344+514|23 47 04.00|+51 42 18.0|356.76666666666665|51.705000000000005|R_Astrodon_2018|2458765.236238426|180.0|21.7616508581|2.36259429455|44.8989|1.42420471533
